areasymbol	url
UT689	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_UT689_soildb_US_2003_[2025-08-28].zip
UT690	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_UT690_soildb_US_2003_[2025-08-28].zip
NM007	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM007_soildb_US_2003_[2025-09-09].zip
NM059	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM059_soildb_US_2003_[2025-09-09].zip
NM618	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM618_soildb_US_2003_[2025-09-09].zip
NM670	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM670_soildb_US_2003_[2025-09-09].zip
NM672	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM672_soildb_US_2003_[2025-09-09].zip
NM717	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NM717_soildb_US_2003_[2025-09-09].zip
CO001	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO001_soildb_US_2003_[2025-08-29].zip
CO005	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO005_soildb_US_2003_[2025-08-29].zip
CO009	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO009_soildb_US_2003_[2025-08-29].zip
CO011	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO011_soildb_US_2003_[2025-08-29].zip
CO017	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO017_soildb_US_2003_[2025-08-29].zip
CO023	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO023_soildb_US_2003_[2025-08-29].zip
CO025	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO025_soildb_US_2003_[2025-08-29].zip
CO031	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO031_soildb_US_2003_[2025-08-29].zip
CO061	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO061_soildb_US_2003_[2025-08-29].zip
CO063	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO063_soildb_US_2003_[2025-08-29].zip
CO073	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO073_soildb_US_2003_[2025-08-29].zip
CO075	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO075_soildb_US_2003_[2025-08-29].zip
CO087	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO087_soildb_US_2003_[2025-09-02].zip
CO089	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO089_soildb_US_2003_[2025-08-29].zip
CO095	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO095_soildb_US_2003_[2025-08-29].zip
CO099	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO099_soildb_US_2003_[2025-08-29].zip
CO115	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO115_soildb_US_2003_[2025-08-29].zip
CO121	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO121_soildb_US_2003_[2025-08-29].zip
CO125	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO125_soildb_US_2003_[2025-08-29].zip
CO617	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO617_soildb_US_2003_[2025-08-29].zip
CO618	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO618_soildb_US_2003_[2025-08-29].zip
CO622	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO622_soildb_US_2003_[2025-08-29].zip
CO623	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO623_soildb_US_2003_[2025-08-29].zip
CO624	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO624_soildb_US_2003_[2025-08-29].zip
CO625	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO625_soildb_US_2003_[2025-08-29].zip
CO626	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO626_soildb_US_2003_[2025-08-29].zip
CO627	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO627_soildb_US_2003_[2025-08-29].zip
CO628	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO628_soildb_US_2003_[2025-08-29].zip
CO630	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO630_soildb_US_2003_[2025-08-29].zip
CO631	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO631_soildb_US_2003_[2025-08-29].zip
CO632	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO632_soildb_US_2003_[2025-08-29].zip
CO633	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO633_soildb_US_2003_[2025-08-29].zip
CO634	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO634_soildb_US_2003_[2025-08-29].zip
CO635	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO635_soildb_US_2003_[2025-08-29].zip
CO636	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO636_soildb_US_2003_[2025-08-29].zip
CO637	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO637_soildb_US_2003_[2025-08-29].zip
CO638	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO638_soildb_US_2003_[2025-08-29].zip
CO640	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO640_soildb_US_2003_[2025-08-29].zip
CO641	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO641_soildb_US_2003_[2025-08-29].zip
CO642	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO642_soildb_US_2003_[2025-08-29].zip
CO643	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO643_soildb_US_2003_[2025-09-02].zip
CO644	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO644_soildb_US_2003_[2025-08-29].zip
CO645	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO645_soildb_US_2003_[2025-08-29].zip
CO646	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO646_soildb_US_2003_[2025-08-29].zip
CO647	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO647_soildb_US_2003_[2025-08-29].zip
CO648	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO648_soildb_US_2003_[2025-08-29].zip
CO649	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO649_soildb_US_2003_[2025-08-29].zip
CO650	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO650_soildb_US_2003_[2025-08-29].zip
CO651	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO651_soildb_US_2003_[2025-08-29].zip
CO653	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO653_soildb_US_2003_[2025-08-29].zip
CO654	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO654_soildb_US_2003_[2025-08-29].zip
CO655	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO655_soildb_US_2003_[2025-08-29].zip
CO657	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO657_soildb_US_2003_[2025-09-17].zip
CO658	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO658_soildb_US_2003_[2025-08-29].zip
CO660	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO660_soildb_US_2003_[2025-08-29].zip
CO661	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO661_soildb_US_2003_[2025-08-29].zip
CO662	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO662_soildb_US_2003_[2025-09-02].zip
CO663	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO663_soildb_US_2003_[2025-08-29].zip
CO664	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO664_soildb_US_2003_[2025-08-29].zip
CO666	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO666_soildb_US_2003_[2025-08-29].zip
CO668	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO668_soildb_US_2003_[2025-08-29].zip
CO669	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO669_soildb_US_2003_[2025-08-29].zip
CO670	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO670_soildb_US_2003_[2025-08-29].zip
CO671	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO671_soildb_US_2003_[2025-08-29].zip
CO672	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO672_soildb_US_2003_[2025-08-29].zip
CO674	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO674_soildb_US_2003_[2025-08-29].zip
CO675	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO675_soildb_US_2003_[2025-08-29].zip
CO676	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO676_soildb_US_2003_[2025-08-29].zip
CO677	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO677_soildb_US_2003_[2025-08-29].zip
CO679	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO679_soildb_US_2003_[2025-08-29].zip
CO680	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO680_soildb_US_2003_[2025-09-08].zip
CO682	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO682_soildb_US_2003_[2025-09-08].zip
CO683	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO683_soildb_US_2003_[2025-08-29].zip
CO684	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO684_soildb_US_2003_[2025-08-29].zip
CO685	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO685_soildb_US_2003_[2025-09-02].zip
CO686	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO686_soildb_US_2003_[2025-09-19].zip
CO690	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO690_soildb_US_2003_[2025-08-29].zip
CO692	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_CO692_soildb_US_2003_[2025-08-29].zip
NE033	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NE033_soildb_US_2003_[2025-09-03].zip
NE049	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NE049_soildb_US_2003_[2025-09-03].zip
NE069	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NE069_soildb_US_2003_[2025-09-08].zip
NE105	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_NE105_soildb_US_2003_[2025-09-08].zip
OK025	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_OK025_soildb_US_2003_[2025-08-29].zip
TX027	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX027_soildb_US_2003_[2025-09-04].zip
TX041	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX041_soildb_US_2003_[2025-09-04].zip
TX051	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX051_soildb_US_2003_[2025-09-04].zip
TX145	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX145_soildb_US_2003_[2025-09-04].zip
TX161	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX161_soildb_US_2003_[2025-09-04].zip
TX289	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX289_soildb_US_2003_[2025-09-04].zip
TX293	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX293_soildb_US_2003_[2025-09-04].zip
TX309	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX309_soildb_US_2003_[2025-09-04].zip
TX313	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX313_soildb_US_2003_[2025-09-04].zip
TX331	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX331_soildb_US_2003_[2025-09-04].zip
TX395	https://websoilsurvey.sc.egov.usda.gov/DSD/Download/Cache/SSA/wss_SSA_TX395_soildb_US_2003_[2025-09-05].zip
